"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
lab_identyeast,f_candidemia_eip_only,,checkbox,"9. How does your lab identify yeast?
 <i>Check all that apply:</i>","maldi, MALDI-TOF Bruker (Biotyper) | maldi_bio, MALDI-TOF bioMerieux (VITEK MS) | vitek, VITEK 2 | api, API 20C | dna, DNA sequencing | pna, PNA-FISH | bacti, BactiCard Candida | bd, BD Phoenix | micro, MicroScan | rapid, RapID Plus | oth, Other (specify) | unk, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
identyeast_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other identification method</div>",,,,,,,"[lab_identyeast(oth)] = '1'",,RH,,,,
chromagar,f_candidemia_eip_only,,radio,"10. Does this laboratory routinely use Chromagar for the identification or differentiation of <i>Candida</i> isolates? ","1, Yes | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,LH,,,,
desc_speciesid,f_candidemia_eip_only," ",descriptive,"11. Species-level identification is performed for <i>Candida</i> spp. isolated from which of the following?",,,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_blood,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">a. Blood isolates</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_sterile,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">b. Other normally sterile body site isolates</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_abdom,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">c. Abdominal isolates</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_resp,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">d. Respiratory isolates</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_urine,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">e. Urine isolates</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_oth,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">f. Other (specify)</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,,,,,
speciesid_oth_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other isolates</div>",,,,,,,"[speciesid_oth] = '1' or [speciesid_oth] = '2'",,RH,,,,
lab_proftest,f_candidemia_eip_only,,checkbox,"12. How does this laboratory meet proficiency testing requirements for yeast identification?","comm, Commercial provider (specify) | intassess, Internal alternate assessments (specify)",,,,,,"[lab_yeastid] = '1'",,,,,,
proftest_commercial,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify commercial provider </div>",,,,,,,"[lab_proftest(comm)] = '1'",,RH,,,,
proftest_internal,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify internal alternate assessments</div>",,,,,,,"[lab_proftest(intassess)] = '1'",,RH,,,,
cidt,f_candidemia_eip_only,,radio,"13. Does this laboratory employ culture-independent diagnostic tests (CIDTs) to identify <i>Candida</i> from blood specimens?","1, Yes | 0, No | 9, Unknown",,,,,,"[lab_yeastid] = '1'",,LH,,,,
t2,f_candidemia_eip_only,,radio,"14. Does this laboratory employ the T2Candida Panel to identify <i>Candida</i> from blood specimens? ","1, Yes | 0, No | 9, Unknown",,,,,,"[cidt] = '1'",,LH,,,,
t2_start,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">a. If yes, when did this lab first start using T2Candida Panel? </div>",,,date_mdy,,,,"[t2] = '1'",,RH,,,,
t2_blood,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">b. If yes, does this lab culture the blood to obtain and isolate, if you get a positive result on T2Candida Panel?</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,[t2]='1',,,,,,
biofire,f_candidemia_eip_only,,radio,"15. Does this laboratory employ the BioFire (FilmArray) to identify <i>Candida</i> from blood culture? ","1, Yes | 0, No | 9, Unknown",,,,,,"[cidt] = '1'",,LH,,,,
biofire_start,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">a. If yes, when did this lab first start using BioFire? </div>",,,date_mdy,,,,"[biofire] = '1'",,RH,,,,
biofire_blood,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">b. If yes, does this lab culture the blood to obtain and isolate, if you get a positive result on BioFIre?</div>","1, Yes, always | 2, Yes, with clinician order | 0, No | 9, Unknown",,,,,,[biofire]='1',,,,,,
cidt_oth,f_candidemia_eip_only,,radio,"16. Does this laboratory employ any other CIDTs to identify <i>Candida</i> from blood specimens?","1, Yes (specify) | 0, No | 9, Unknown",,,,,,"[cidt] = '1'",,,,,,
oth_cidt_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other CIDTs</div>",,,,,,,"[cidt_oth] = '1'",,RH,,,,
cidt_future,f_candidemia_eip_only,,radio,"17. If no for Question 13, does this laboratory have plans to employ culture-independent diagnostics for <i>Candida</i> identification in the near future (e.g. T2Candida Panel, BioFire)?","1, Yes (specify) | 0, No | 9, Unknown | 99, Not applicable",,,,,,"[cidt] = '0'",,LH,,,,
cidt_future_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify future CIDT plans</div>",,,,,,,"[cidt_future] = '1'",,LH,,,,
afst,f_candidemia_eip_only,,radio,"18. Does this laboratory offer any antifungal susceptibility testing for <i>Candida</i> either onsite or sent to another laboratory?","1, Yes | 0, No | 9, Unknown (Is there another laboratory staff member who can assist with this questionnaire?)",,,,,,,,LH,,,,
desc_afst_no,f_candidemia_eip_only,,descriptive,"<div class=""blue"" style=""text-align:center;""><p style=""text-align:center;font-weight;font-size:16px;""> If No, QUESTIONNAIRE COMPLETE<p></div>",,,,,,,"[afst] = '0'",,,,,,
desc_afst_unknown,f_candidemia_eip_only,,descriptive,"<div class=""blue"" style=""text-align:center;""><p style=""text-align:center;font-weight;font-size:16px;""> Is there another laboratory staff member who can assist with the questionnaire?<p></div>",,,,,,,"[afst] = '9'",,,,,,
afst_location,f_candidemia_eip_only,,checkbox,"19. Where is antifungal susceptibility testing (AFST) done? 
<i>Check the most applicable:</i>","onsite, On-site, in the laboratory | commercial, Sent to commercial lab | affiliate, Sent to affiliated hospital lab | phl, Sent to other local/regional, non-affiliated reference or public health laboratory | oth, Other (specify) | unk, Unknown",,,,,,"[afst] = '1'",,,,,," @HIDDEN"
afst_location_new,f_candidemia_eip_only,,radio,"19. Where is antifungal susceptibility testing (AFST) done? 
<i>Check the most applicable:</i>","onsite, On-site, in the laboratory | commercial, Sent to commercial lab | affiliate, Sent to affiliated hospital lab | phl, Sent to other local/regional, non-affiliated reference or public health laboratory | oth, Other (specify) | unk, Unknown",,,,,,"[afst] = '1'",,,,,,
afst_location_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other location</div>",,,,,,,"[afst_location_new] = 'oth'",,RH,,,,
afst_avail,f_candidemia_eip_only,,checkbox,"20. Is antifungal susceptibility testing available for any of the following antifungal drugs? 
<i>Check all that apply:</i>","flu, Fluconazole | vrc, Voriconazole | itc, Itraconazole | psc, Posaconazole | mfg, Micafungin | and, Anidulafungin | cas, Caspofungin | amb, Amphotericin B | _fc, Flucytosine | oth, Other (specify) | unk, Unknown",,,,,,"[afst] = '1'",,,,,,
afst_avail_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other antifungal drug</div>",,,,,,,"[afst_avail(oth)] = '1'",,RH,,,,
afst_methods,f_candidemia_eip_only,,checkbox,"21. What methods are used for AFST, excluding Amphotericin B? 
<i>Check all that apply:</i>","broth, Broth microdilution with laboratory-developed plates | yeast, YeastOne (Thermo Scientific Sensititre) | etest, E test (bioMerieux) | vitek, Vitek (bioMerieux) | oth, Other (specify) | unk, Unknown",,,,,,"[afst] = '1'",,,,,,
afst_methods_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other AFST method</div>",,,,,,,"[afst_methods(oth)] = '1'",,RH,,,,
afst_methods_ampb,f_candidemia_eip_only,,checkbox,"22. What methods are used for AFST of Amphotericin B? 
<i>Check all that apply:</i>","broth, Broth microdilution with laboratory-developed plates | yeast, YeastOne (Thermo Scientific Sensititre) | etest, E test (bioMerieux) | vitek, Vitek (bioMerieux) | oth, Other (specify) | unk, Unknown",,,,,,"[afst] = '1'",,,,,,
afst_methods_specify_ampb,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other AFST methods for Amphotericin B</div>",,,,,,,"[afst_methods_ampb(oth)] = '1'",,RH,,,,
vitek_species,f_candidemia_eip_only,,checkbox,"<div style=""padding-left:3em;"">a. If you use Vitek for AFST, what <i>Candida</i> species do you test with it?</div>
<div style=""padding-left:3em;""><i>Check all that apply:</i></div>","ca, <i>Candida albicans</i> | cg, <i>Candida glabrata</i> | cp, <i>Candida parapsilosis</i> | co, Other <i>Candida</i> spp.",,,,,,"[afst_methods(vitek)] = '1'",,,,,," @HIDDEN"
lab_proftest_afst,f_candidemia_eip_only,,checkbox,"23. How does this laboratory meet proficiency testing requirements for antifungal susceptibility testing, if performed?","comm, Commercial provider (specify) | intassess, Internal alternate assessments (specify)",,,,,,"[afst] = '1'",,,,,,
proftest_commercial_afst,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify commercial provider </div>",,,,,,,"[lab_proftest_afst(comm)] = '1'",,RH,,,,
proftest_internal_afst,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify internal alternate assessments</div>",,,,,,,"[lab_proftest_afst(intassess)] = '1'",,RH,,,,
afst_report,f_candidemia_eip_only,,radio,"24. How are results of AFST reported when breakpoints are available?","1, Categorical interpretation only (susceptible, resistant, etc.) | 2, MIC only | 3, Both - categorical interpretation PLUS MIC | 9, Unknown",,,,,,"[afst] = '1'",,,,,,
afst_report_nobp,f_candidemia_eip_only,,radio,"25. How are results of AFST reported when breakpoints aren't available?","1, MIC only | 2, Epidemiological cutoff values (ECVs) | 9, Unknown",,,,,,"[afst] = '1'",,,,,,
catinterp,f_candidemia_eip_only,,checkbox,"<div style=""padding-left:3em;"">a. If categorical interpretation only, how do you determine the categorical interpretation?</div>
<div style=""padding-left:3em;""><i>Check all that apply:</i></div>","s4, CLSI M27 S4 | s3, CLSI M27 S3 | manufact, From manufacturer of MIC test | epi_break, Apply epidemiologic breakpoints | oth, Other (specify)",,,,,,"[afst_report] = '1'",,,,,," @HIDDEN"
catinterp_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other categorical interpretation method</div>",,,,,,,"[catinterp(oth)] = '1'",,RH,,,," @HIDDEN"
afst_isoltype,f_candidemia_eip_only,,checkbox,"26. For what type of <i>Candida</i> isolates is antifungal susceptibility testing (AFST) performed <u>automatically</u>?
<i>Check all that apply:</i>","blood, Blood isolates | sterile, Other normally sterile body site isolates | oth, Other (specify) | noafst, No AFST performed automatically (requires order from a clinician) | unk, Unknown",,,,,,"[afst] = '1'",,,,,,
isoltype_specify,f_candidemia_eip_only,,text,"<div style=""padding-left:3em;"">Specify other isolate type</div>",,,,,,,"[afst_isoltype(oth)] = '1'",,RH,,,,
desc_afst,f_candidemia_eip_only," ",descriptive,"27. How is AFST performed for the following <i>Candida</i> species? ",,,,,,,"[afst] = '1'",,,,,,
afst_albicans,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">a. <i><u>Candida albicans</i></u></div>","1, Performed automatically | 2, Performed with a clinician's order | 0, Not performed",,,,,,"[afst] = '1'",,,,,,
albicans_drugs,f_candidemia_eip_only,,checkbox,"<div style=""padding-left:6em;"">i. Drugs for which AFST is performed on <i>C. albicans</i>
<i>Check all that apply:</i>
</div>","mfg, Micafungin | and, Anidulafungin | cas, Caspofungin | flu, Fluconazole | vrc, Voriconazole | amb, Amphotericin B | oth, Other | unk, Unknown",,,,,,"[afst_albicans] = '1' or [afst_albicans] = '2'",,,,,,
afst_glabrata,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">b. <i><u>Candida glabrata</i></u></div>","1, Performed automatically | 2, Performed with a clinician's order | 0, Not performed",,,,,,"[afst] = '1'",,,,,,
glabrata_drugs,f_candidemia_eip_only,,checkbox,"<div style=""padding-left:6em;"">i. Drugs for which AFST is performed on <i>C. glabrata</i>
<i>Check all that apply:</i>
</div>","mfg, Micafungin | and, Anidulafungin | cas, Caspofungin | flu, Fluconazole | vrc, Voriconazole | amb, Amphotericin B | oth, Other | unk, Unknown",,,,,,"[afst_glabrata] = '1' or [afst_glabrata] = '2'",,,,,,
afst_parapsilosis,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">c. <i><u>Candida parapsilosis</i></u></div>","1, Performed automatically | 2, Performed with a clinician's order | 0, Not performed",,,,,,"[afst] = '1'",,,,,,
parapsilosis_drugs,f_candidemia_eip_only,,checkbox,"<div style=""padding-left:6em;"">i. Drugs for which AFST is performed on <i>C. parapsilosis</i>
<i>Check all that apply:</i>
</div>","mfg, Micafungin | and, Anidulafungin | cas, Caspofungin | flu, Fluconazole | vrc, Voriconazole | amb, Amphotericin B | oth, Other | unk, Unknown",,,,,,"[afst_parapsilosis] = '1' or [afst_parapsilosis] = '2'",,,,,,
afst_otherspp,f_candidemia_eip_only,,radio,"<div style=""padding-left:3em;"">d. <u>Other <i>Candida</i> spp.</u></div>","1, Performed automatically | 2, Performed with a clinician's order | 0, Not performed",,,,,,"[afst] = '1'",,,,,,
otherspp_drugs,f_candidemia_eip_only,,checkbox,"<div style=""padding-left:6em;"">i. Drugs for which AFST is performed on other <i>Candida</i> spp.
<i>Check all that apply:</i>
</div>","mfg, Micafungin | and, Anidulafungin | cas, Caspofungin | flu, Fluconazole | vrc, Voriconazole | amb, Amphotericin B | oth, Other | unk, Unknown",,,,,,"[afst_otherspp] = '1' or [afst_otherspp] = '2'",,,,,,
campy_onsite,g_enterics,"G1. Does your laboratory test stool specimens <span style=""text-decoration:underline;"">on site</span> (in house) for the following organisms?",radio,"<span style=""font-style:italic;"">Campylobacter</span>","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
stec_onsite,g_enterics,,radio,"Shiga toxin-producing <span style=""font-style:italic;"">E. coli</span> (STEC)","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
salm_onsite,g_enterics,,radio,"<span style='font-style:italic'>Salmonella</span>","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
shig_onsite,g_enterics,,radio,"<span style='font-style:italic'>Shigella</span>","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
vib_onsite,g_enterics,,radio,"<span style='font-style:italic'>Vibrio</span>","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
yers_onsite,g_enterics,,radio,"<span style='font-style:italic'>Yersinia</span>","YES, Yes|NO, No",,,,,,"[lab_hosp_nm] = '5' 
or [lab_hosp_nm] = '8' 
or [lab_hosp_nm] = '14' 
or [lab_hosp_nm] = '25' 
or [lab_hosp_nm] = '27' 
or [lab_hosp_nm] = '31' 
or [lab_hosp_nm] = '45' 
or [lab_hosp_nm] = '55' 
or [lab_hosp_nm] = '58'
or [lab_hosp_nm] = '61'
or [lab_hosp_nm] = '73' 
or [lab_hosp_nm] = '75' 
or [lab_hosp_nm] = '84' 
or [lab_hosp_nm] = '88' 
or [lab_hosp_nm] = '89' 
or [lab_hosp_nm] = '93'",y,,,onsite_testing,,
crypto_onsite,g_enterics,,radio,"<span style='font-style:italic'>Cryptosporidium</span>","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
cyclo_onsite,g_enterics,,radio,"<span style='font-style:italic'>Cyclospora</span>","YES, Yes|NO, No",,,,,,,y,,,onsite_testing,,
noro_onsite,g_enterics,,radio,"<span style='font-style:italic'>Norovirus</span>","YES, Yes|NO, No",,,,,,"[lab_hosp_nm] = '5' 
or [lab_hosp_nm] = '8' 
or [lab_hosp_nm] = '14' 
or [lab_hosp_nm] = '25' 
or [lab_hosp_nm] = '27' 
or [lab_hosp_nm] = '31' 
or [lab_hosp_nm] = '45' 
or [lab_hosp_nm] = '55' 
or [lab_hosp_nm] = '58'
or [lab_hosp_nm] = '61'
or [lab_hosp_nm] = '73' 
or [lab_hosp_nm] = '75' 
or [lab_hosp_nm] = '84' 
or [lab_hosp_nm] = '88' 
or [lab_hosp_nm] = '89' 
or [lab_hosp_nm] = '93'",y,,,onsite_testing,,
offsite,g_enterics,,text,"G1a. If your laboratory does not test for any/all organisms <span style=""text-decoration:underline;"">on site</span>, to which laboratory(ies) do you send stool specimens?",,,,,,,"[campy_onsite] = 'NO' or [stec_onsite] = 'NO' or [salm_onsite] = 'NO' or [shig_onsite] = 'NO' or [vib_onsite] = 'NO' or [yers_onsite] = 'NO' or [crypto_onsite] = 'NO' or [cyclo_onsite] = 'NO' or [noro_onsite] = 'NO'",,LH,,,,
campy_routine,g_enterics,"G2. When does your laboratory test stool specimens for the following organisms?",radio,"<span style=""font-style:italic;"">Campylobacter</span>","ROUTINE, On all stool specimens submitted|REQUEST, Only when specifically requested/ordered|RARELY, Only for specific projects/outbreaks|OTHER, Other<br> (please specify below)",,,,,,"[campy_onsite] = 'YES'",,,,testing_routine,,
